# server_id	appearance_id	confidence	name
# generated by harness/build_modern_ids.py - see that file for the ground-truth chain
477	602	otb-only	ramp
478	603	otb-only	ramp
479	604	otb-only	hole
480	605	otb-only	hole
481	606	name-verified	loose stone pile
482	615	name-verified	hole
483	608	name-verified	loose ice pile
484	609	name-verified	hole
485	610	name-verified	hole
486	611	name-verified	snow heap
487	612	name-verified	ramp
488	613	name-verified	ramp
489	615	name-verified	hole
493	622	name-verified	water
598	21477	name-verified	lava
599	728	name-verified	lava
600	729	name-verified	lava
601	730	name-verified	lava
670	799	name-verified	snow
671	800	name-verified	ice
708	837	name-verified	tar
709	838	name-verified	tar
710	839	name-verified	tar
711	840	name-verified	tar
724	870	name-verified	cobbled pavement
777	923	otb-only	sandstone floor
778	924	otb-only	sandstone floor
779	925	otb-only	sandstone floor
780	926	otb-only	sandstone floor
781	927	otb-only	sandstone floor
782	928	otb-only	sandstone floor
783	929	otb-only	sandstone floor
784	930	otb-only	sandstone floor
785	931	otb-only	sandstone floor
786	932	otb-only	sandstone floor
787	933	otb-only	sandstone floor
788	934	otb-only	sandstone floor
789	935	otb-only	sandstone floor
790	936	otb-only	sandstone floor
791	937	otb-only	road
804	950	otb-only	soil
806	952	otb-only	ploughed soil
836	982	otb-only	dry earth
873	1081	name-verified	mountain
874	1082	name-verified	mountain
875	1083	name-verified	mountain
876	1084	name-verified	mountain
877	1085	name-verified	mountain
878	1086	name-verified	mountain
891	1100	name-verified	rocks
892	1101	name-verified	rocks
893	1102	name-verified	rocks
894	1103	name-verified	rocks
895	1104	name-verified	rocks
896	1105	name-verified	rocks
897	1106	name-verified	rocks
898	1107	name-verified	rocks
899	1108	name-verified	rocks
900	1109	name-verified	rocks
901	1110	name-verified	rocks
902	1111	name-verified	rocks
903	1112	otb-only	mountain
904	1113	otb-only	mountain
905	1114	otb-only	mountain
906	1115	otb-only	mountain
907	1116	otb-only	mountain
908	1117	otb-only	mountain
909	1118	otb-only	mountain
910	1119	otb-only	mountain
911	1120	otb-only	mountain
912	1121	otb-only	mountain
913	1122	otb-only	mountain
914	1123	otb-only	archway
915	1124	otb-only	archway
916	1125	otb-only	archway
917	1126	otb-only	archway
918	1127	name-verified	mountain
919	1128	name-verified	mountain
920	1152	name-verified	flat roof
921	1153	name-verified	flat roof
922	1154	name-verified	flat roof
923	1155	name-verified	flat roof
924	1156	otb-only	stairs
925	1157	name-verified	tiled roof
926	1158	name-verified	tiled roof
927	1159	name-verified	tiled roof
928	1160	name-verified	tiled roof
929	1161	name-verified	tiled roof
930	1162	name-verified	tiled roof
931	1163	name-verified	tiled roof
932	1164	name-verified	tiled roof
933	1165	name-verified	tiled roof
934	1166	name-verified	tiled roof
935	1167	name-verified	tiled roof
936	1168	name-verified	tiled roof
937	1169	name-verified	tiled roof
938	1170	name-verified	tiled roof
939	1171	name-verified	tiled roof
940	1172	name-verified	tiled roof
941	1173	name-verified	tiled roof
942	1174	name-verified	tiled roof
943	1175	name-verified	tiled roof
944	1176	name-verified	tiled roof
945	1177	name-verified	wooden roof
946	1178	name-verified	wooden roof
947	1179	name-verified	wooden roof
948	1180	name-verified	wooden roof
949	1181	name-verified	wooden roof
950	1182	name-verified	wooden roof
951	1183	name-verified	wooden roof
952	1184	name-verified	wooden roof
953	1185	name-verified	wooden roof
954	1186	name-verified	wooden roof
955	1187	name-verified	wooden roof
956	1188	name-verified	wooden roof
957	1189	name-verified	wooden roof
958	1190	name-verified	wooden roof
959	1191	name-verified	wooden roof
960	1192	name-verified	wooden roof
961	1193	name-verified	wooden roof
962	1194	name-verified	wooden roof
963	1195	name-verified	wooden roof
964	1196	name-verified	wooden roof
965	1210	name-verified	chess board
966	1211	name-verified	chess board
967	1212	name-verified	mill board
968	1213	name-verified	mill board
969	1214	name-verified	mill board
970	1215	name-verified	mill board
971	1216	name-verified	mill board
972	1217	name-verified	mill board
973	1218	name-verified	mill board
974	1219	name-verified	mill board
975	1220	name-verified	mill board
976	1221	name-verified	mill board
977	1222	name-verified	mill board
978	1223	name-verified	mill board
979	1224	name-verified	mill board
980	1225	name-verified	mill board
981	1226	name-verified	mill board
982	1227	name-verified	mill board
983	1228	name-verified	mill board
984	1229	name-verified	mill board
985	1230	name-verified	mill board
986	1231	name-verified	mill board
987	1232	name-verified	mill board
988	1233	name-verified	mill board
989	1234	name-verified	mill board
990	1235	name-verified	mill board
991	1236	name-verified	mill board
992	1237	name-verified	mill board
993	1238	name-verified	mill board
994	1239	name-verified	mill board
995	1240	name-verified	mill board
996	1241	name-verified	mill board
997	1242	name-verified	mill board
998	1243	name-verified	mill board
999	1244	name-verified	mill board
1000	1245	name-verified	mill board
1001	1246	name-verified	mill board
1002	1247	name-verified	mill board
1003	1248	name-verified	mill board
1004	1249	name-verified	mill board
1005	1250	name-verified	mill board
1006	1251	name-verified	mill board
1007	1252	name-verified	mill board
1008	1253	name-verified	mill board
1009	1254	name-verified	mill board
1010	1255	name-verified	mill board
1011	1256	name-verified	mill board
1012	1257	name-verified	mill board
1013	1258	name-verified	mill board
1014	1259	name-verified	mill board
1015	1260	name-verified	mill board
1016	1261	name-verified	tic-tac-toe board
1017	1262	name-verified	tic-tac-toe board
1018	1263	name-verified	tic-tac-toe board
1019	1264	name-verified	tic-tac-toe board
1020	1265	name-verified	tic-tac-toe board
1021	1266	name-verified	tic-tac-toe board
1022	1267	name-verified	tic-tac-toe board
1023	1268	name-verified	tic-tac-toe board
1024	1269	name-verified	tic-tac-toe board
1025	1270	name-verified	brick wall
1026	1271	name-verified	brick wall
1027	1272	name-verified	brick wall
1028	1273	name-verified	brick wall
1029	1274	name-verified	brick wall
1030	1275	name-verified	brick wall
1031	1276	name-verified	brick wall
1032	1277	name-verified	brick wall
1033	1278	name-verified	brick wall
1034	1279	name-verified	brick wall
1035	1280	name-verified	brick wall
1036	1281	name-verified	framework wall
1037	1282	name-verified	framework wall
1038	1283	name-verified	framework wall
1039	1284	name-verified	framework wall
1040	1285	name-verified	framework wall
1041	1286	name-verified	framework wall
1042	1287	name-verified	framework wall
1043	1288	name-verified	framework wall
1044	1289	name-verified	framework wall
1045	1290	name-verified	framework wall
1046	1291	name-verified	framework wall
1047	1292	name-verified	framework wall
1048	1293	name-verified	framework wall
1049	1294	name-verified	stone wall
1050	1295	name-verified	stone wall
1051	1296	name-verified	stone wall
1052	1297	name-verified	stone wall
1053	1298	name-verified	stone wall
1054	1299	name-verified	stone wall
1055	1300	name-verified	stone wall
1056	1301	name-verified	stone wall
1057	1302	name-verified	stone wall
1058	1303	name-verified	stone wall
1059	1304	name-verified	stone wall
1060	1305	name-verified	sandstone wall
1061	1306	name-verified	sandstone wall
1062	1307	name-verified	sandstone wall
1063	1308	name-verified	sandstone wall
1064	1309	name-verified	sandstone wall
1065	1310	name-verified	sandstone wall
1066	1311	name-verified	sandstone wall
1067	1312	name-verified	sandstone wall
1068	1313	name-verified	sandstone wall
1069	1314	name-verified	sandstone wall
1070	1315	name-verified	sandstone wall
1071	1316	name-verified	sandstone
1072	1317	otb-only	sandstone
1073	1318	otb-only	sandstone
1074	1319	otb-only	sandstone
1075	1320	otb-only	sandstone
1076	1321	otb-only	sandstone
1077	1322	otb-only	sandstone
1078	1323	otb-only	sandstone
1079	1324	otb-only	sandstone
1080	1325	otb-only	sandstone
1081	1326	otb-only	sandstone
1082	1327	otb-only	sandstone
1083	1328	otb-only	sandstone
1084	1329	name-verified	sandstone wall
1085	1330	name-verified	sandstone wall
1086	1331	name-verified	sandstone wall
1087	1332	name-verified	sandstone wall
1088	1333	name-verified	sandstone wall
1089	1334	otb-only	sandstone wall
1090	1335	otb-only	sandstone wall
1091	1336	otb-only	sandstone wall
1092	1337	otb-only	sandstone wall
1093	1338	otb-only	sandstone wall
1095	1340	otb-only	sandstone wall
1096	1341	otb-only	sandstone wall
1097	1342	otb-only	sandstone wall
1098	1343	otb-only	sandstone wall
1099	1344	otb-only	sandstone wall
1100	1345	otb-only	stone wall
1101	1346	otb-only	stone wall
1102	1347	otb-only	stone wall
1103	1348	otb-only	stone wall
1104	1349	otb-only	stone wall
1105	1350	otb-only	stone wall
1106	1351	otb-only	stone wall
1107	1352	otb-only	stone wall
1108	1353	otb-only	stone wall
1109	1354	otb-only	stone wall
1110	1355	otb-only	stone wall
1111	1356	name-verified	white stone wall
1112	1357	name-verified	white stone wall
1113	1358	name-verified	white stone wall
1114	1359	name-verified	white stone wall
1115	1360	name-verified	white stone wall
1116	1361	name-verified	white stone wall
1117	1362	name-verified	white stone wall
1118	1363	name-verified	white stone wall
1119	1364	name-verified	white stone wall
1120	1365	name-verified	archway
1121	1366	name-verified	archway
1122	1367	name-verified	archway
1123	1368	name-verified	archway
1124	1369	name-verified	archway
1125	1370	name-verified	archway
1126	1371	name-verified	archway
1127	1372	name-verified	archway
1128	1373	name-verified	ornamented wall
1129	1374	name-verified	ornamented wall
1130	1375	name-verified	ornamented wall
1131	1376	name-verified	ornamented wall
1132	1377	name-verified	ornamented wall
1133	1378	name-verified	ornamented wall
1134	1379	name-verified	ornamented wall
1135	1380	name-verified	ornamented wall
1136	1381	name-verified	ornamented wall
1137	1382	name-verified	ornamented wall
1138	1383	name-verified	ornamented wall
1139	1384	name-verified	ornamented wall
1140	1385	name-verified	ornamented wall
1141	1386	name-verified	ornamented wall
1142	1387	name-verified	ornamented wall
1143	1388	name-verified	ornamented wall
1144	1389	name-verified	ornamented wall
1145	1390	name-verified	ornamented wall
1146	1391	name-verified	ornamented wall
1147	1392	name-verified	ornamented wall
1148	1393	name-verified	ornamented wall
1149	1394	name-verified	ornamented wall
1150	1395	name-verified	ornamented wall
1151	1396	name-verified	ornamented wall
1152	1397	name-verified	ornamented wall
1153	1398	name-verified	ornamented wall
1154	1399	name-verified	wall fountain
1155	1400	name-verified	wall fountain
1156	1401	name-verified	wall fountain
1157	1402	name-verified	wall fountain
1158	1403	name-verified	archway
1159	1404	name-verified	archway
1160	1405	name-verified	archway
1161	1406	name-verified	archway
1162	1407	name-verified	archway
1163	1408	name-verified	archway
1164	1409	name-verified	ornamented wall
1165	1410	name-verified	ornamented wall
1166	1411	name-verified	ornamented wall
1167	1412	name-verified	ornamented wall
1168	1413	name-verified	ornamented wall
1169	1414	name-verified	ornamented wall
1170	1415	name-verified	paravent
1171	1416	otb-only	paravent wall
1172	1417	otb-only	paravent wall
1173	1418	otb-only	paravent wall
1174	1419	otb-only	paravent wall
1175	1420	otb-only	paravent wall
1176	1421	name-verified	ornamented wall
1177	1422	name-verified	ornamented wall
1178	1423	name-verified	ornamented wall
1179	1424	name-verified	ornamented wall
1180	1425	name-verified	ornamented wall
1181	1426	name-verified	ornamented wall
1182	1427	name-verified	ornamented wall
1183	1428	name-verified	ornamented wall
1184	1429	name-verified	ornamented wall
1185	1430	name-verified	ornamented wall
1186	1431	name-verified	ornamented wall
1187	1432	name-verified	ornamented wall
1188	1433	name-verified	ornamented wall
1189	1434	name-verified	ornamented wall
1190	1435	name-verified	ornamented wall
1191	1436	name-verified	ornamented wall
1192	1437	name-verified	ornamented wall
1193	1438	name-verified	ornamented wall
1194	1439	name-verified	wall fountain
1195	1440	name-verified	wall fountain
1196	1441	name-verified	lava wall
1197	1442	name-verified	lava wall
1198	1443	name-verified	lava wall
1199	1444	name-verified	lava wall
1200	1445	name-verified	lava wall
1201	1446	name-verified	lava wall
1202	1447	name-verified	lava wall
1203	1448	name-verified	lava wall
1204	1449	name-verified	lava wall
1205	1624	name-verified	archway
1206	1625	name-verified	archway
1207	1626	name-verified	archway
1208	1627	name-verified	archway
1209	1628	name-verified	closed door
1210	1629	name-verified	closed door
1211	1630	name-verified	open door
1212	1631	name-verified	closed door
1213	1632	name-verified	closed door
1214	1633	name-verified	open door
1215	1634	name-verified	buttress
1216	1635	name-verified	buttress
1217	1636	name-verified	buttress
1218	1637	name-verified	buttress
1219	1638	name-verified	closed door
1220	1639	name-verified	open door
1221	1640	name-verified	closed door
1222	1641	name-verified	open door
1223	1642	name-verified	closed door
1224	1643	name-verified	open door
1225	1644	name-verified	closed door
1226	1645	name-verified	open door
1227	1646	name-verified	gate of expertise
1228	1647	name-verified	gate of expertise
1229	1648	name-verified	gate of expertise
1230	1649	name-verified	gate of expertise
1231	1650	name-verified	closed door
1232	1651	name-verified	closed door
1233	1652	name-verified	open door
1234	1653	name-verified	closed door
1235	1654	name-verified	closed door
1236	1655	name-verified	open door
1237	1656	name-verified	closed door
1238	1657	name-verified	open door
1239	1658	name-verified	closed door
1240	1659	name-verified	open door
1241	1660	name-verified	closed door
1242	1661	name-verified	open door
1243	1662	name-verified	closed door
1244	1663	name-verified	open door
1245	1664	name-verified	gate of expertise
1246	1665	name-verified	gate of expertise
1247	1666	name-verified	gate of expertise
1248	1667	name-verified	gate of expertise
1249	1668	name-verified	closed door
1250	1669	name-verified	closed door
1251	1670	name-verified	open door
1252	1671	name-verified	closed door
1253	1672	name-verified	closed door
1254	1673	name-verified	open door
1255	1674	name-verified	closed door
1256	1675	name-verified	open door
1257	1676	name-verified	closed door
1258	1677	name-verified	open door
1259	1678	name-verified	gate of expertise
1260	1679	name-verified	gate of expertise
1261	1680	name-verified	gate of expertise
1262	1681	name-verified	gate of expertise
1263	1734	name-verified	framework window
1264	1735	name-verified	framework window
1265	1736	name-verified	brick window
1266	1737	name-verified	brick window
1267	1738	name-verified	stone wall window
1268	1739	name-verified	stone wall window
1269	1740	name-verified	white stone wall window
1270	1741	name-verified	white stone wall window
1271	1742	name-verified	white stone wall window
1272	1743	name-verified	white stone wall window
1273	1744	name-verified	sandstone window
1274	1745	name-verified	sandstone window
1275	1746	name-verified	sandstone window
1276	1747	name-verified	sandstone window
1277	1748	name-verified	mast
1278	1749	name-verified	sail
1279	1750	name-verified	sail
1280	1751	otb-only	steering wheel
1281	1752	otb-only	steering wheel
1282	1753	otb-only	steering wheel
1283	1754	otb-only	steering wheel
1284	1771	name-verified	drawbridge
1285	1772	name-verified	stone
1286	1773	name-verified	stone
1287	1774	name-verified	stone
1288	1775	name-verified	stone
1289	1776	name-verified	stone
1290	1777	name-verified	stone
1291	1778	name-verified	stone
1292	1779	name-verified	stone
1293	1780	name-verified	stone
1294	1781	name-verified	small stone
1295	1782	name-verified	stone
1296	1783	name-verified	stone
1297	1784	name-verified	stone
1298	1785	name-verified	stone
1299	1786	name-verified	stone
1300	1787	name-verified	stone
1301	1788	name-verified	stone
1302	1789	name-verified	stone
1303	1790	name-verified	stone
1304	1791	name-verified	stone
1305	1792	name-verified	stone
1306	1793	name-verified	stone
1307	1794	name-verified	debris
1308	1795	name-verified	debris
1309	1796	name-verified	debris
1310	1797	name-verified	debris
1311	1798	name-verified	debris
1312	1799	name-verified	debris
1313	1800	name-verified	debris
1314	1801	name-verified	debris
1315	1802	name-verified	debris
1316	1803	name-verified	debris
1317	1804	name-verified	debris
1318	1805	name-verified	debris
1319	1806	name-verified	debris
1320	1807	name-verified	debris
1321	1808	name-verified	debris
1322	1809	name-verified	debris
1323	1810	name-verified	debris
1324	1811	name-verified	debris
1325	1812	name-verified	debris
1326	1813	name-verified	debris
1327	1814	name-verified	debris
1328	1815	name-verified	debris
1329	1816	name-verified	debris
1330	1817	name-verified	debris
1331	1818	name-verified	debris
1332	1819	name-verified	debris
1333	1820	name-verified	debris
1334	1821	name-verified	debris
1335	1822	name-verified	stone pile
1336	1823	otb-only	stone pile
1337	1824	name-verified	debris
1338	1825	name-verified	debris
1339	1826	name-verified	debris
1340	1827	name-verified	debris
1341	1828	name-verified	debris
1342	1829	name-verified	debris
1343	1830	name-verified	debris
1344	1831	name-verified	debris
1345	1832	name-verified	debris
1346	1833	name-verified	debris
1347	1834	name-verified	debris
1348	1835	name-verified	debris
1349	1836	name-verified	debris
1350	1837	name-verified	debris
1351	1838	name-verified	debris
1352	1839	name-verified	debris
1353	1840	name-verified	mossy stone
1354	1841	name-verified	blue shrine stone
1355	1842	name-verified	red shrine stone
1356	1843	name-verified	stone
1357	1844	name-verified	stone
1358	1845	name-verified	stone
1359	1846	name-verified	stone
1360	1922	name-verified	fountain
1361	1923	name-verified	fountain
1362	1924	name-verified	fountain
1363	1925	name-verified	fountain
1364	1926	name-verified	water basin
1365	1927	name-verified	water basin
1366	1928	name-verified	water basin
1367	1929	name-verified	water basin
1368	1930	name-verified	draw well
1369	1931	name-verified	draw well
1370	1932	name-verified	marble well
1371	1933	name-verified	marble well
1372	1934	name-verified	marble well
1373	1935	name-verified	marble well
1374	1936	name-verified	marble fountain
1375	1937	name-verified	marble fountain
1376	1938	name-verified	marble fountain
1377	1939	name-verified	marble fountain
1378	1940	name-verified	small basin
1379	7775	name-verified	wheel
1380	7776	name-verified	wheel
1381	1943	name-verified	millstone
1382	1944	name-verified	millstone
1383	1945	name-verified	millstone
1384	1946	name-verified	millstone
1385	1947	name-verified	stairs
1386	1948	name-verified	ladder
1387	1949	name-verified	magic forcefield
1388	1950	name-verified	ramp
1389	1951	name-verified	ramp
1390	1952	name-verified	ramp
1391	1953	name-verified	ramp
1392	1954	name-verified	ramp
1393	1955	name-verified	ramp
1394	1956	name-verified	ramp
1395	1957	name-verified	ramp
1396	1958	name-verified	wooden stairs
1397	775	name-verified	mystic flame
1398	1960	name-verified	ramp
1399	1961	name-verified	ramp
1400	1962	name-verified	ramp
1401	1963	name-verified	ramp
1402	1964	name-verified	ramp
1403	1965	name-verified	ramp
1404	1966	name-verified	ramp
1405	1967	name-verified	ramp
1406	134	name-verified	grave
1407	1980	name-verified	grave stone
1408	1981	name-verified	grave stone
1409	1982	name-verified	grave stone
1410	1983	name-verified	stone coffin
1411	1984	name-verified	stone coffin
1412	1985	name-verified	stone coffin
1413	1986	name-verified	stone coffin
1414	1987	name-verified	stone coffin
1415	1988	name-verified	buried coffin
1416	1989	name-verified	buried coffin
1417	1992	name-verified	sarcophagus
1418	1993	name-verified	sarcophagus
1419	1994	name-verified	sarcophagus
1420	1995	name-verified	sarcophagus
1421	1996	otb-only	stone circle
1422	1997	otb-only	unlit campfire
1423	1998	name-verified	campfire
1424	1999	name-verified	campfire
1425	2000	name-verified	campfire
1426	2001	name-verified	unlit campfire
1427	2002	otb-only	unlit campfire
1428	2003	name-verified	campfire
1429	2012	name-verified	sign
1430	2013	name-verified	sign
1431	2014	name-verified	sign
1432	2015	name-verified	sign
1433	2016	name-verified	sign
1434	2017	name-verified	sign
1435	2018	name-verified	dragon flag
1436	2019	name-verified	castle flag
1437	2020	otb-only	flag of world
1438	2021	name-verified	street sign
1439	2022	name-verified	street sign
1440	2023	name-verified	sign
1441	2024	name-verified	sign
1442	2025	name-verified	statue
1443	2026	name-verified	statue
1444	2027	name-verified	hero statue
1445	2028	name-verified	monument
1446	2029	name-verified	minotaur statue
1447	2030	name-verified	goblin statue
1448	2031	name-verified	angel statue
1449	2032	name-verified	dwarven statue
1450	2033	name-verified	watchdog statue
1451	2034	name-verified	sandstone statue
1452	2035	name-verified	gargoyle statue
1453	2036	name-verified	gargoyle statue
1454	2037	name-verified	gargoyle statue
1455	2038	name-verified	gargoyle statue
1456	2039	name-verified	pedestal
1457	2040	name-verified	pedestal
1458	2041	name-verified	pedestal
1459	2042	name-verified	pedestal
1460	2043	name-verified	minotaur statue
1461	2044	name-verified	minotaur statue
1462	2045	name-verified	minotaur statue
1463	2046	name-verified	goblin statue
1464	2047	name-verified	goblin statue
1465	2048	name-verified	goblin statue
1466	2049	name-verified	pedestal
1467	2050	name-verified	cobra statue
1468	2051	name-verified	cobra statue
1469	2052	name-verified	pedestal
1470	2053	name-verified	cobra statue
1471	2054	name-verified	cobra statue
1472	2055	name-verified	cobra statue
1473	2056	otb-only	ornament
1474	2057	name-verified	cobra statue
1475	2058	otb-only	ornament
1476	2059	name-verified	statue
1477	2060	name-verified	statue
1478	2061	name-verified	statue
1479	2108	name-verified	street lamp
1480	2109	name-verified	street lamp
1481	2110	name-verified	coal basin
1482	2111	name-verified	coal basin
1483	2112	name-verified	coal basin
1484	2113	name-verified	coal basin
1485	2114	name-verified	empty coal basin
1486	2115	name-verified	stone coal basin
1487	2118	otb-only	fire
1488	2119	otb-only	fire
1489	2120	otb-only	fire
1490	105	otb-only	poison gas
1491	2122	name-verified	energy field
1492	2123	otb-only	fire
1493	2124	otb-only	fire
1494	2125	otb-only	fire
1495	2126	name-verified	energy field
1496	2121	otb-only	poison gas
1497	2129	name-verified	magic wall
1498	2129	name-verified	magic wall
1499	2130	name-verified	rush wood
1500	21465	otb-only	yellow flame
1501	2132	otb-only	fire
1502	2133	otb-only	fire
1503	2134	name-verified	poison gas
1504	2135	name-verified	energy field
1505	2136	name-verified	smoke
1506	2137	name-verified	searing fire
1507	2138	otb-only	fire
1508	2140	name-verified	ashes
1509	2144	name-verified	lava
1510	2145	otb-only	strange slits
1511	2146	name-verified	blades
1512	2147	name-verified	strange holes
1513	2148	name-verified	spikes
1514	2152	name-verified	stone pillar
1515	2153	name-verified	marble pillar
1516	2154	name-verified	wooden railing
1517	2155	name-verified	wooden railing
1518	2156	name-verified	wooden railing
1519	2157	name-verified	wooden railing
1520	2158	name-verified	wooden railing
1521	2159	name-verified	wooden railing
1522	2160	name-verified	wooden railing
1523	2161	name-verified	wooden railing
1524	2162	name-verified	stone railing
1525	2163	name-verified	stone railing
1526	2164	name-verified	stone railing
1527	2165	name-verified	stone railing
1528	2166	name-verified	stone railing
1529	2167	name-verified	stone railing
1530	2168	name-verified	stone railing
1531	2169	name-verified	stone railing
1532	2170	name-verified	framework wall
1533	2171	name-verified	fence
1534	2172	name-verified	fence
1535	2173	name-verified	fence
1536	2174	name-verified	fence
1537	2175	name-verified	fence
1538	2176	name-verified	fence
1539	2177	name-verified	closed fence gate
1540	2178	name-verified	open fence gate
1541	2179	name-verified	closed fence gate
1542	2180	name-verified	open fence gate
1543	2181	name-verified	fence
1544	2182	name-verified	fence
1545	2183	name-verified	fence
1546	2184	name-verified	bars
1547	2185	name-verified	bars
1548	2187	name-verified	nothing special
1549	2188	name-verified	sandstone pillar
1550	2189	name-verified	sandstone statue
1551	2190	name-verified	oriental pillar
1552	2191	name-verified	ramp
1553	2192	name-verified	ramp
1554	2193	name-verified	ramp
1555	2194	name-verified	ramp
1556	2195	name-verified	ramp
1557	2196	name-verified	ramp
1558	2197	name-verified	ramp
1559	2198	name-verified	ramp
1560	2199	name-verified	obelisk
1561	2200	name-verified	broken obelisk
1562	2201	name-verified	stone railing
1563	2202	name-verified	stone railing
1564	2203	name-verified	stone railing
1565	2204	name-verified	stone railing
1566	2205	name-verified	stone railing
1567	2206	name-verified	stone railing
1568	2207	name-verified	stone railing
1569	2208	name-verified	stone railing
1570	2209	name-verified	sandstone railing
1571	2210	name-verified	sandstone railing
1572	2211	name-verified	sandstone railing
1573	2212	name-verified	sandstone railing
1574	2213	name-verified	sandstone railing
1575	2214	name-verified	sandstone railing
1576	2215	name-verified	sandstone railing
1577	2216	name-verified	sandstone railing
1578	2218	name-verified	ramp
1579	2219	name-verified	ramp
1580	2220	name-verified	ramp
1581	2221	name-verified	ramp
1582	2222	name-verified	white stone railing
1583	2223	name-verified	white stone railing
1584	2224	name-verified	white stone railing
1585	2225	name-verified	white stone railing
1586	2226	name-verified	white stone railing
1587	2227	name-verified	white stone railing
1588	2228	name-verified	white stone railing
1589	2229	name-verified	white stone railing
1590	2230	name-verified	white stone railing
1591	2231	name-verified	white stone railing
1592	2232	name-verified	white stone railing
1593	2233	name-verified	white stone railing
1594	2234	name-verified	wooden railing
1595	2235	name-verified	wooden railing
1596	2236	name-verified	wooden railing
1597	2237	name-verified	wooden railing
1598	2238	name-verified	wooden railing
1599	2239	name-verified	wooden railing
1600	2240	name-verified	wooden railing
1601	2241	name-verified	wooden railing
1602	2302	name-verified	big table
1603	2303	name-verified	big table
1604	2304	name-verified	big table
1605	2305	name-verified	big table
1606	2306	name-verified	big table
1607	2307	name-verified	big table
1608	2308	name-verified	big table
1609	2309	name-verified	big table
1610	2310	name-verified	big table
1611	2311	name-verified	big table
1612	2312	name-verified	big table
1613	2313	name-verified	big table
1614	2314	name-verified	big table
1615	2315	name-verified	square table
